Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4841
druid_needmana_1	3425	druid_needmana_hd1	vo/eax/player-dialog_sd	common\druid\dru_notenoughmana.flac	1	0	0	0	0	255	255	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
druid_needmana_2	3426		vo/eax/player-dialog_sd	common\druid\dru_ineedmana.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
druid_not_in_town_1	3427	druid_not_in_town_hd1	vo/eax/player-dialog_sd	common\druid\dru_nothere.flac	1	0	0	0	0	255	255	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
druid_not_in_town_2	3428		vo/eax/player-dialog_sd	common\druid\dru_notintown.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
druid_act1_complete_andariel	3429	druid_act1_complete_andariel_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_complete_andariel.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_complete_burial	3430	druid_act1_complete_burial_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_complete_burialground.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_complete_den	3431	druid_act1_complete_den_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_complete_denofevil.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_complete_tools	3432	druid_act1_complete_tools_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_complete_toolsoftrade.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_complete_tower	3433	druid_act1_complete_tower_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_complete_forgottentower.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_burial	3434	druid_act1_find_burial_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_burialground.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_cairn	3435	druid_act1_find_cairn_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_find_cairnstones.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_catacombs	3436	druid_act1_find_catacombs_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_catacombs.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_den	3437	druid_act1_find_den_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_denofevil.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_jail	3438	druid_act1_find_jail_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_jail.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_monastery	3439	druid_act1_find_monastery_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_monastery.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_tower	3440	druid_act1_find_tower_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_forgottentower.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_tree	3441	druid_act1_find_tree_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_find_treeofinifuss.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_tristram	3442	druid_act1_find_tristram_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_find_tristram.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_find_wilderness	3443	druid_act1_find_wilderness_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_entry_wilderness.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act1_rescue_cain	3444	druid_act1_rescue_cain_hd	vo/eax/player-dialog_sd	act1\druid\dru_act1_rescue_cain.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_begin_tainted	3445	druid_act2_begin_tainted_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_begin_taintedsun.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_complete_radament	3446	druid_act2_complete_radament_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_complete_radamentlair.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_complete_summoner	3447	druid_act2_complete_summoner_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_complete_summoner.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_complete_tainted	3448	druid_act2_complete_tainted_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_complete_taintedsun.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_complete_tightspot	3449	druid_act2_complete_tightspot_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_complete_tightspot.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_complete_tombs	3450	druid_act2_complete_tombs_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_complete_tombs.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_arcane	3451	druid_act2_find_arcane_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_entry_arcanesanctuary.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_clawviper	3452	druid_act2_find_clawviper_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_entry_clawviperlair.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_radament	3453	druid_act2_find_radament_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_entry_radamentlair.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_summoner	3454	druid_act2_find_summoner_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_find_summoner.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_tomb_decoy	3455	druid_act2_find_tomb_decoy_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_find_decoytomb.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_find_tomb_true	3456	druid_act2_find_tomb_true_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_find_truetomb.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_near_tightspot	3457	druid_act2_near_tightspot_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_near_tightspot.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act2_trigger_field	3458	druid_act2_trigger_field_hd	vo/eax/player-dialog_sd	act2\druid\dru_act2_trigger_field.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_complete_beneath	3459	druid_act3_complete_beneath_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_complete_beneathcity.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_complete_blackened	3460	druid_act3_complete_blackened_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_complete_blackenedtemple.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_complete_blade	3461	druid_act3_complete_blade_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_complete_bladeofoldreligion.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_complete_guardian	3462	druid_act3_complete_guardian_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_complete_guardiantower.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_complete_lamesen	3463	druid_act3_complete_lamesen_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_complete_lamesentome.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_beneath	3464	druid_act3_find_beneath_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_beneathcity.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_blackened	3465	druid_act3_find_blackened_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_blackenedtemple.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_drain	3466	druid_act3_find_drain_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_drainlever.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_guardian	3467	druid_act3_find_guardian_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_guardiantower.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_jade	3468	druid_act3_find_jade_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_jadefigurine.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act3_find_lamesen	3469	druid_act3_find_lamesen_hd	vo/eax/player-dialog_sd	act3\druid\dru_act3_find_lamesentome.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act4_free_izual	3470	druid_act4_free_izual_hd	vo/eax/player-dialog_sd	act4\druid\dru_act4_free_izual.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act4_kill_diablo	3471	druid_act4_kill_diablo_hd	vo/eax/player-dialog_sd	act4\druid\dru_act4_kill_diablo.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_find_wilderness	3472	druid_act5_find_wilderness_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_entry_wilderness.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_find_nihlathak	3473	druid_act5_find_nihlathak_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_entry_nihlathaksland.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_find_mountaintop	3474	druid_act5_find_mountaintop_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_entry_mountaintop.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_find_worldstone	3475	druid_act5_find_worldstone_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_entry_worldstone.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_defeat_overseer	3476	druid_act5_defeat_overseer_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_complete_stopsiege.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_rescued_wussies	3477	druid_act5_rescued_wussies_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_rescue_qualkehksoldiers.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_defeat_nihlathak	3478	druid_act5_defeat_nihlathak_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_complete_nihlathaksecret.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
druid_act5_defeat_baal	3479	druid_act5_defeat_baal_hd	vo/eax/player-dialog_sd	act5\druid\dru_act5_complete_defeatbaal.flac	1	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_greeting_1	3480	akara_greeting_hd1	vo/eax/dialog_sd	act1\akara\aka_hello.flac	1	0	0	0	0	210	210	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_2	3481		vo/eax/dialog_sd	act1\akara\aka_greetings.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_inactive_1	3482	akara_greeting_inactive_hd1	vo/eax/dialog_sd	act1\akara\aka_yes.flac	1	0	0	0	0	210	210	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_inactive_2	3483		vo/eax/dialog_sd	act1\akara\aka_orderwelcomes.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_return	3484	akara_greeting_return_hd	vo/eax/dialog_sd	act1\akara\aka_welcomeback.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_time_1	3485	akara_greeting_time_1_hd	vo/eax/dialog_sd	act1\akara\aka_goodmorning.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_time_2	3486	akara_greeting_time_2_hd	vo/eax/dialog_sd	act1\akara\aka_goodday.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_greeting_time_3	3487	akara_greeting_time_3_hd	vo/eax/dialog_sd	act1\akara\aka_goodevening.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
akara_act1_gossip_1	3488	akara_act1_gossip_1_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_01.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_2	3489	akara_act1_gossip_2_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_02.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_3	3490	akara_act1_gossip_3_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_03.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_4	3491	akara_act1_gossip_4_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_04.flac	1	0	0	0	0	210	210	100	100	0	47177	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_5	3492	akara_act1_gossip_5_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_05.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_6	3493	akara_act1_gossip_6_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_06.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_7	3494	akara_act1_gossip_7_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_07.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_8	3495	akara_act1_gossip_8_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_08.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_9	3496	akara_act1_gossip_9_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_09.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_10	3497	akara_act1_gossip_10_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_10.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_gossip_sor	3498	akara_act1_gossip_sor_hd	vo/eax/dialog_sd	act1\akara\aka_act1_gossip_sor.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_intro	3499	akara_act1_intro_hd	vo/eax/dialog_sd	act1\akara\aka_act1_intro.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_intro_sor	3500	akara_act1_intro_sor_hd	vo/eax/dialog_sd	act1\akara\aka_act1_intro_sor.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q1_after	3501	akara_act1_q1_after_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q1_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q1_early	3502	akara_act1_q1_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q1_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q1_init	3503	akara_act1_q1_init_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q1_init.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q1_success	3504	akara_act1_q1_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q1_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q2_after	3505	akara_act1_q2_after_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q2_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q2_early	3506	akara_act1_q2_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q2_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q2_success	3507	akara_act1_q2_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q2_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q3_after	3508	akara_act1_q3_after_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q3_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q3_early	3509	akara_act1_q3_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q3_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q3_success	3510	akara_act1_q3_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q3_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_after_scroll	3511	akara_act1_q4_after_scroll_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_after_scroll.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_early	3512	akara_act1_q4_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_early_scroll	3513	akara_act1_q4_early_scroll_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_early_scroll.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_init	3514	akara_act1_q4_init_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_init.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_instructions	3515	akara_act1_q4_instructions_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_instructions.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q4_success	3516	akara_act1_q4_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q4_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q5_after	3517	akara_act1_q5_after_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q5_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q5_early	3518	akara_act1_q5_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q5_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q5_success	3519	akara_act1_q5_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q5_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q6_after	3520	akara_act1_q6_after_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q6_after.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q6_early	3521	akara_act1_q6_early_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q6_early.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
akara_act1_q6_success	3522	akara_act1_q6_success_hd	vo/eax/dialog_sd	act1\akara\aka_act1_q6_successful.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	0	1	0	0	4	0	0	255	1	0	1	1	0	-1	-1	-1	0	0	
alkor_greeting_1	3523	alkor_greeting_hd1	vo/eax/dialog_sd	act3\alkor\alk_hello.flac	1	0	0	0	0	210	210	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
alkor_greeting_2	3524		vo/eax/dialog_sd	act3\alkor\alk_greetings.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
alkor_greeting_inactive_1	3525	alkor_greeting_inactive_hd1	vo/eax/dialog_sd	act3\alkor\alk_whatdoyouneed.flac	1	0	0	0	0	210	210	100	100	2	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
alkor_greeting_inactive_2	3526		vo/eax/dialog_sd	act3\alkor\alk_whatcanidoforyou.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
alkor_greeting_return	3527	alkor_greeting_return_hd	vo/eax/dialog_sd	act3\alkor\alk_goodtoseeyouagain.flac	1	0	0	0	0	210	210	100	100	0	0	0	0	0	1	0	0	0	4	0	0	255	1	0	1	0	0	-1	-1	-1	0	0	
