id	Key	old	new
21001	of Wrath	怒氣	怒氣之
21002	of Ire	憤怒	盛怒之
21003	of Evisceration	吸精	開膛之
21004	of Butchery	屠殺	屠虐之
21005	of Ennui	倦怠	倦怠之
21006	of Storms	暴風	風暴之
21007	of Passion	熱情	熱情之
21008	of Incineration	熾炎	焚絕之
21009	of Frigidity	寒冷	嚴寒之
21010	of Winter	嚴冬	嚴冬之
21011	of the Icicle	冰刺	冰刺之
21012	of Fervor	白熱	白熱之
21013	of Malice	惡意	惡謀之
21014	of Swords	刀劍	劍刺之
21015	of Razors	剃刀	刃刺之
21016	of Desire	慾望	慾望之
21017	of the Sirocco	熱風	熱風之
21018	of the Dunes	沙丘	沙丘之
21019	of Thawing	解凍	融冰之
21020	Of the Choir	合唱	合唱之
21021	Of the Sniper	狙擊	狙擊之
21022	Of the Stiletto	尖錐	尖錐之
21023	Of Bile	乖戾	乖戾之
21024	Of Blitzen	閃擊	閃擊之
21025	Of Cremation	焚化	焚化之
21026	Of Darkness	黑暗	黑暗之
21027	Of Disease	疾病	疾病之
21028	Of Remorse	悔恨	悔恨之
21029	Of Terror	恐懼	恐懼之
21030	Of the Sky	蒼穹	蒼穹之
21031	Of Valhalla	英靈	英靈之
21032	Of Waste	荒地	荒地之
21033	Of Nobility	高貴	貴冑之
21034	Of Karma	因果	因果之
21035	Of Grounding	鑽地	接地之
21036	Of the River	河流	河流之
21037	Of the Lake	湖泊	湖泊之
21038	Of the Ocean	海洋	海洋之
21039	Of the Bayou	支流	支流之
21040	Of the Stream	小溪	小溪之
21041	Of the Lady	女士	女士之
21042	Of the Maiden	少女	少女之
21043	Of the Virgin	處女	處女之
21044	Of the Hag	巫婆	巫婆之
21045	Of the Witch	女巫	女巫之
21046	Of Judgement	審判	審判之
21047	Of Illusion	幻覺	幻覺之
21048	Of Elusion	閃避	閃避之
21049	Of Combat	戰鬥	戰鬥之
21050	Of Attrition	摩擦	摩擦之
21051	Of Abrasion	侵蝕	侵蝕之
21052	Of Erosion	腐蝕	腐蝕之
21053	Of Searing	灼熱	灼熱之
21054	Of Stone	岩石	石岩之
21055	Of Stature	能力	聲譽之
21056	Of Fortication	強化	強化之
21057	Of Quickening	加速	加速之
21058	Of Dispatch	急速	急速之
21059	Of Daring	猛進 	膽識之
21060	Of Dread	恐懼	畏怖之
21061	Of Suffering	受苦	苦難之
21062	Of Doom	末日	末日之
21063	Of Vengence	復仇	復仇之
21064	Of Redemption	救贖	救贖之
21065	Of Luck	幸運	運氣之
21066	Of the Avenger	復仇者	復仇者之
21067	Of the Specter	邪鬼	邪鬼之
21068	Of the Ghost	鬼靈	鬼靈之
21069	Of the Infantry	步兵	步兵之
21070	Of the Mosquito	飛蚊	飛蚊之
21071	Of the Gnat	蚊蚋	蚊蚋之
21072	Of the Fly	飛蠅	飛蠅之
21073	Of the Plague	疫病	瘟疫之
21074	Of Twilight	曙光	暮光之
21075	Of Dusk	薄暮	黃昏之
21076	Of Dawn	黎明	黎明之
21077	Of the Imbecile	低能	低能之
21078	Of the Idiot	愚蠢	愚蠢之
21079	Of the Retard	笨蛋	笨蛋之
21080	Of the Jujube	刺棗	刺棗之
21081	Of the Obscenity	淫穢	淫穢之
21082	Of Quota	配額	配額之
21083	Of the Maggot	蛆蟲	蛆蟲之
21084	Of Horror	驚怖	驚怖之
21085	Of Baddass	深淵	深淵之
21086	Of the Beast	狂獸	野獸之
21087	Of Cruelty	殘酷	殘酷之
21088	Of Badness	惡毒	壞毒之
21089	Of the Horde	集力	部落之
21090	Of the Forest	叢林	森林之
21091	Of the Lilly	下垂	百合之
21092	Of the Grassy Gnoll	深綠豺狼人	深綠豺狼人之
21093	Of the Stars	星辰	星辰之
21094	Of the Moon	月亮	月亮之
21095	Of Love	愛情	愛情之
21096	Of the Unicorn	獨角獸	獨角獸之
21097	Of the Walrus	海象	海象之
21098	Of the Earth	土地	土地之
21099	Of Vines	藤蔓	藤蔓之
21100	Of Honor	榮譽	榮耀之
21101	Of Tribute	奉獻	奉獻之
21102	Of Credit	致敬	致敬之
21103	Of Admiration	佩服	佩服之
21104	Of Sweetness	甜美	甜美之
21105	Of Beauty	美麗	美麗之
21106	Of Pilfering	盜竊	盜竊之
21107	of Damage Amplification	傷害加深	傷害加深之
21108	of Hurricane	暴風	颶風之
21109	of Armageddon	末日決戰	毀天滅地之
21110	of Tornado	龍捲風	龍捲風之
21111	of Volcano	火山	火山噴發之
21112	of Twister	鎌鼬風	旋風之
21113	of Cyclone Armor	旋風屏障	氣旋護甲之
21114	of Eruption	火山爆	裂地之火
21115	of Molten Boulders	融化圓石	熔火巨石之
21116	of Firestorms	火風暴	火焰風暴之
21117	of Battle Command	戰鬥指揮	戰鬥指揮之
21118	of War Cry	戰鬥狂嗥	戰爭狂嘯之
21119	of Grim Ward	殘酷嚇阻	恐怖圖騰之
21120	of Battle Orders	戰鬥體制	戰鬥命令之
21121	of Battle Cry	戰嗥	戰鬥怒吼之
21122	of Concentration	專注	專注打擊之
21123	of Item Finding	找尋物品	尋找物品
21124	of Stunning	擊昏	擊昏之
21125	of Shouting	大叫	大吼之
21126	of Taunting	嘲弄	嘲諷之
21127	of Potion Finding	找尋藥劑	尋找藥水
21128	of Howling	狂嗥	狂嗥之
21131	of Conversion	轉換	招降之
21133	of Vengeance	復仇	復仇之
21134	of Charging	突擊	衝鋒之
21135	of Zeal	白熱	熱忱之
21136	of Holy Bolts	聖光彈	聖光彈之
21137	of Sacrifice	犧牲	犧牲之
21138	of Fire Golem Summoning	火焰石魔	火焰魔像之
21139	of Bone Spirits	白骨之魂	骸骨之魂
21140	of Poison Novas	劇毒新星	劇毒新星之
21141	of Lower Resistance	降低抵抗	降低抗性之
21142	of Iron Golem Creation	鋼鐵石魔	鋼鐵魔像之
21143	of Bone Imprisonment	骨牢	骨牢之
21144	of Decrepification	衰老	衰老之
21145	of Attraction	吸引	致命吸引之
21146	of Blood Golem Summoning	鮮血石魔	鮮血魔像之
21147	of Bone Spears	骨矛	骨矛之
21148	of Poison Explosion	毒爆	毒爆之
21149	of Life Tap	偷取生命	偷取生命之
21150	of Confusion	迷亂	混亂之
21151	of Raise Skeletal Mages	復甦骷髏法師	骷髏法師之
21152	of Bone Walls	骨牆	骨牆之
21153	of Terror	恐懼	恐懼之
21154	of Iron Maiden	攻擊反噬	攻擊反噬之
21155	of Clay Golem Summoning	黏土石魔	黏土魔像之
21156	of Corpse Explosions	屍爆	屍爆之
21157	of Poison Dagger	淬毒匕首	淬毒匕首之
21158	of Weaken	削弱	削弱之
21159	of Dim Vision	微暗靈視	昏暗視野之
21160	of Raise Skeletons	骷髏復甦	復生骷髏之
21161	of Bone Armor	白骨裝甲	骸骨護甲之
21162	of Teeth	牙	剔骨之牙
21163	of Amplify Damage	傷害加深	傷害加深之
21164	of Frozen Orbs	冰封球	冰封球之
21165	of Hydras	九頭海蛇	多頭蛇之
21166	of Blizzards	暴風雪	暴風雪之
21167	of Meteors	隕石	隕石之
21168	of Glacial Spikes	冰尖柱	冰川之槍
21169	of Teleportation	傳送	傳送之
21170	of Enchantment	強化	附魔之
21171	of Fire Walls	火牆	火牆之
21172	of Novas	新星	閃電新星之
21173	of Fire Balls	火球	火球之
21175	of Ice Blasts	冰風暴	寒冰球之
21176	of Frost Novas	霜之新星	冰霜新星之
21177	of Ice Bolts	冰彈	寒冰彈之
21178	of Charged Bolts	充能彈	電能彈之
21179	of Fire Bolts	火彈	火焰彈之
21180	of Lightning Fury	閃電之怒	閃電烈怒之
21181	of Lightning Spear	閃電攻擊	閃電長矛之
21182	of Freezing Arrows	凍結之箭	冰凍箭之
21183	of Fending	疾刺	疾刺之
21184	of Immolating Arrows	犧牲之箭	熾炎箭
21185	of Plague Javelin	瘟疫鏢槍	瘟疫標槍之
21186	of Charged Spear	充能一擊	聚能長矛之
21188	of Ice Arrows	急凍箭	寒冰箭之
21189	of Lightning Javelin	閃電鏢槍	閃電標槍之
21190	of Impaling Spear	刺爆	穿刺長矛之
21191	of Slow Missiles	慢速箭	緩箭術之
21192	of Exploding Arrows	爆裂箭	爆裂箭之
21193	of Poison Javelin	毒槍	劇毒標槍之
21194	of Power Spear	威力一擊	充能長矛之
21195	of Multiple Shot	多重箭	多重箭之
21196	of Cold Arrows	冰箭	冷霜箭之
21197	of Jabbing	戳刺	戳刺之
21198	of Inner Sight	內視	心靈視野之
21199	of Fire Arrows	火焰箭	火焰箭之
21200	of Magic Arrows	魔法箭	魔法箭之
21202	of Dawn	破曉	黎明之
21203	of Inertia	慣性	慣性之
21204	of Joyfulness	快樂	歡愉之
21807	of Lightning Strike	之閃電攻擊	閃電強擊之
21808	of Plague Jab	之瘟疫戳刺	瘟疫戳刺之
21809	of Charged Strike	之充能一擊	聚能強擊之
21810	of Impaling Strike	之刺爆	穿刺之
21811	of Poison Jab	之劇毒戳刺	劇毒戳刺之
21812	of Power Strike	之威力一擊	充能強擊之
21813	of the Colossus	之大食巨人	龐然巨物之
21814	of the Kraken	之半人馬	半人馬之
21883	of the Plague	瘟疫的	瘟疫之
22332	UiShadowUI	影子	暗影分身
22472	Ghostly	幽靈的	幽靈
22473	Fanatic	狂信者	暴怒
22474	Possessed	著魔者	著魔
22475	Berserk	狂戰士	狂暴
