id	old	new
274	"我怎麼知道可不可以信任你？對不對？

你可能和那個開旅店的小毛賊艾吉斯一樣詭計多端。不過你如果需要藥水，我是可以幫你做...不過當然要收錢。"	"我怎麼知道可不可以信任你？對不對？

你可能和那個開旅店的小毛賊艾吉斯一樣詭計多端。不過你如果需要藥水，我是可以幫你做…不過當然要收錢。"
276	啊...亞特瑪是沙漠最美的花朵。只是...就連我最厲害的藥水，也無法讓她的家人活過來。	啊…亞特瑪是沙漠最美的花朵。只是…就連我最厲害的藥水，也無法讓她的家人活過來。
280	格雷茲啊...我對他很有信心，他看起來能把事情處理得不錯。	格雷茲啊…我對他很有信心，他看起來能把事情處理得不錯。
282	這些年來我賣給馬席夫不少暈船藥水。看來有很多乘客受不了...他的船在海上搖來晃去的。	這些年來我賣給馬席夫不少暈船藥水。看來有很多乘客受不了…他的船在海上搖來晃去的。
283	"啊...傑恩這個年輕人向我買過一些輕度愛情藥水，想用來獲得妓院女子的芳心。

不過現在她們都住在他的皇宮裡面，所以他也很少來這裡了。我常說...鍊金術是永遠無法取代經驗的。"	"啊…傑恩這個年輕人向我買過一些輕度愛情藥水，想用來獲得妓院女子的芳心。

不過現在她們都住在他的皇宮裡面，所以他也很少來這裡了。我常說…鍊金術是永遠無法取代經驗的。"
284	卓格南嗎？喔...他是我的好朋友。我一直幫他找些奇特的法術原料以及鍊金相關書藉。我覺得他以前應該是個相當出名的法師，不過他不想談過去的經歷。	卓格南嗎？喔…他是我的好朋友。我一直幫他找些奇特的法術原料以及鍊金相關書藉。我覺得他以前應該是個相當出名的法師，不過他不想談過去的經歷。
301	馬席夫是個有趣的人。有一部份的他嚮往海洋的開闊跟自由...但是他的內心始終牽掛著家園。	馬席夫是個有趣的人。有一部份的他嚮往海洋的開闊跟自由…但是他的內心始終牽掛著家園。
302	"凡人，謝謝你讓我重獲自由，不過我期盼你們能早點出現。

我是大天使泰瑞爾。我來此阻止迪亞布羅釋放他的兄弟巴爾，可是我失敗了。如今恐懼和毀滅之王都已重返人間。

此時，他們正朝東方帝國的首都庫拉斯特前進，目標是撒卡蘭姆的神殿。憎恨之王墨菲斯托長久以來被監禁在那裡，他們打算找回這位長兄。

如果三大罪惡之源聯手，必定所向無敵。雖然還不知道他們的目標為何，但是我們必須不計一切代價加以制止。

我已經支離破碎，而且聯繫我和這個世界的能量正在急遽消散。

必須由你接手，繼續追擊，絕不能讓三兄弟會合。你必須跨越海洋，前往庫拉斯特，找出迪亞布羅和巴爾。

凡人，快...此事已迫在眉睫！"	"凡人，謝謝你讓我重獲自由，不過我期盼你們能早點出現。

我是大天使泰瑞爾。我來此阻止迪亞布羅釋放他的兄弟巴爾，可是我失敗了。如今恐懼和毀滅之王都已重返人間。

此時，他們正朝東方帝國的首都庫拉斯特前進，目標是撒卡蘭姆的神殿。憎恨之王墨菲斯托長久以來被監禁在那裡，他們打算找回這位長兄。

如果三大罪惡之源聯手，必定所向無敵。雖然還不知道他們的目標為何，但是我們必須不計一切代價加以制止。

我已經支離破碎，而且聯繫我和這個世界的能量正在急遽消散。

必須由你接手，繼續追擊，絕不能讓三兄弟會合。你必須跨越海洋，前往庫拉斯特，找出迪亞布羅和巴爾。

凡人，快…此事已迫在眉睫！"
305	"我最近發現一些受害者的屍體會從下水道流出來，它們通常都少了肢體或頭顱，軀幹部位也都被剝了皮。
 
那個怪物起初會在晚上襲擊市鎮...亞特瑪就是這樣失去家人的，不過現在我們把他困在下水道裡了。

只要待在地上，你就相當安全，不過每次都有傻子想逞英雄，帶著一把殺豬刀就跑進下面的廢棄通道裡。"	"我最近發現一些受害者的屍體會從下水道流出來，它們通常都少了肢體或頭顱，軀幹部位也都被剝了皮。
 
那個怪物起初會在晚上襲擊市鎮…亞特瑪就是這樣失去家人的，不過現在我們把他困在下水道裡了。

只要待在地上，你就相當安全，不過每次都有傻子想逞英雄，帶著一把殺豬刀就跑進下面的廢棄通道裡。"
308	喂...別碰我的酒，不然我就用大拇指在你頭上打一個洞。	喂…別碰我的酒，不然我就用大拇指在你頭上打一個洞。
310	這個生物的巢穴位於城市底下的下水道。他殺害我的丈夫和兒子...我真的無法再講下去了...	這個生物的巢穴位於城市底下的下水道。他殺害我的丈夫和兒子…我真的無法再講下去了…
313	我聽說那個怪物在收集屍塊！是想吃掉嗎？天啊...真可怕！	我聽說那個怪物在收集屍塊！是想吃掉嗎？天啊…真可怕！
317	"我開始對我的請求感到猶豫...我擔心你會因此喪失寶貴的性命。
 
請多加小心。"	"我開始對我的請求感到猶豫…我擔心你會因此喪失寶貴的性命。
 
請多加小心。"
319	"啊哈！你回來找勇氣的嗎...相信我，喝下去也撐不了多久的。

酒保，拿酒來！"	"啊哈！你回來找勇氣的嗎…相信我，喝下去也撐不了多久的。

酒保，拿酒來！"
321	"呃？鑼打門？噢，羅達門特！對對，那個邪惡生物...

我這裡有一些爆炸藥水，這種東西通常對不死生物很有效，用來對付他們應該不錯。"	"呃？鑼打門？噢，羅達門特！對對，那個邪惡生物…

我這裡有一些爆炸藥水，這種東西通常對不死生物很有效，用來對付他們應該不錯。"
327	呃...最近幾乎沒有什麼有用的消息。不過羅達門特的死訊，確實是好消息。亞特瑪知道後一定會非常高興。	呃…最近幾乎沒有什麼有用的消息。不過羅達門特的死訊，確實是好消息。亞特瑪知道後一定會非常高興。
329	"哇喔...「墮落的羅達門特」，是吧？

我常常從酒吧的高腳椅上摔下來，從來沒人叫我「墮落的基格列斯」，他們只會叫我「摔下來的基格列斯」。"	"哇喔…「墮落的羅達門特」，是吧？

我常常從酒吧的高腳椅上摔下來，從來沒人叫我「墮落的基格列斯」，他們只會叫我「摔下來的基格列斯」。"
334	"他們說復仇的滋味苦樂參半，但是我其實還蠻喜歡的。

我永遠感謝你，另外，我把你的義行告訴了其他鎮民。商人們都同意為你提供折扣，以聊表謝意。

對了...傑恩想見見你，去皇宮前面就會看到他。"	"他們說復仇的滋味苦樂參半，但是我其實還蠻喜歡的。

我永遠感謝你，另外，我把你的義行告訴了其他鎮民。商人們都同意為你提供折扣，以聊表謝意。

對了…傑恩想見見你，去皇宮前面就會看到他。"
335	"啊...是失落的赫拉迪姆卷軸！真是個幸運的意外...

身為最後的赫拉迪姆成員，只有我能夠解讀它的內容。現在，就來看看這些赫拉迪姆符文記載了什麼事情。嗯...

赫拉迪姆法師把巴爾囚禁在塔拉夏的體內，再用魔法封印他的墓室，讓那裡跟凡間隔絕。那些法師也製作了強大的赫拉迪姆之杖，在其中注入了特殊的力量，用來打開墓室隱藏的大門。

在某次有個叛逆的法師幾乎就要成功偷走法杖之後，他們就把赫拉迪姆之杖拆成兩部份，木製杖身和金屬杖頭，然後分別藏起來嚴密看管。

赫拉迪姆預見了我們的困境，安排好讓隱藏地點顯現在像你這樣夠資格的英雄眼前。

收集這兩個赫拉迪姆之杖的部件，然後利用赫拉迪姆方塊把它們組合在一起。之後你就能進入塔拉夏的墓室。"	"啊…是失落的赫拉迪姆卷軸！真是個幸運的意外…

身為最後的赫拉迪姆成員，只有我能夠解讀它的內容。現在，就來看看這些赫拉迪姆符文記載了什麼事情。嗯…

赫拉迪姆法師把巴爾囚禁在塔拉夏的體內，再用魔法封印他的墓室，讓那裡跟凡間隔絕。那些法師也製作了強大的赫拉迪姆之杖，在其中注入了特殊的力量，用來打開墓室隱藏的大門。

在某次有個叛逆的法師幾乎就要成功偷走法杖之後，他們就把赫拉迪姆之杖拆成兩部份，木製杖身和金屬杖頭，然後分別藏起來嚴密看管。

赫拉迪姆預見了我們的困境，安排好讓隱藏地點顯現在像你這樣夠資格的英雄眼前。

收集這兩個赫拉迪姆之杖的部件，然後利用赫拉迪姆方塊把它們組合在一起。之後你就能進入塔拉夏的墓室。"
336	"你身上的蝮蛇護符其實就是赫拉迪姆之杖的杖頂！

嗯...你有種不可思議的本事，讓你能找到罕見又有價值的文物。當然了，你還要使用赫拉迪姆方塊來組合杖頂和杖身。"	"你身上的蝮蛇護符其實就是赫拉迪姆之杖的杖頂！

嗯…你有種不可思議的本事，讓你能找到罕見又有價值的文物。當然了，你還要使用赫拉迪姆方塊來組合杖頂和杖身。"
338	"赫拉迪姆方塊裡面潛藏著無窮的力量。根據赫拉迪姆的傳說指出，這個方塊可以還原赫拉迪姆之杖。

還原的時候，先像使用卷軸一樣把赫拉迪姆方塊打開，然後把赫拉迪姆之杖的兩個部件放進去，接著使用方塊的轉化能力。

你應該也想知道，方塊還有其他各式各樣的轉化能力...
 
六個寶石加上一把劍，可以轉化成有鑲孔的長劍。

你也可以將兩桶弩箭轉化成一桶弓箭，或者將兩桶弓箭轉化成一桶弩箭。
 
其他還有很多不同的配方，就由你自己慢慢探索吧。"	"赫拉迪姆方塊裡面潛藏著無窮的力量。根據赫拉迪姆的傳說指出，這個方塊可以還原赫拉迪姆之杖。

還原的時候，先像使用卷軸一樣把赫拉迪姆方塊打開，然後把赫拉迪姆之杖的兩個部件放進去，接著使用方塊的轉化能力。

你應該也想知道，方塊還有其他各式各樣的轉化能力…
 
六個寶石加上一把劍，可以轉化成有鑲孔的長劍。

你也可以將兩桶弩箭轉化成一桶弓箭，或者將兩桶弓箭轉化成一桶弩箭。
 
其他還有很多不同的配方，就由你自己慢慢探索吧。"
349	永無止境的黑暗實在讓人提心吊膽。嗯...不過這樣就可以靠星星導航，對我而言還比較容易。	永無止境的黑暗實在讓人提心吊膽。嗯…不過這樣就可以靠星星導航，對我而言還比較容易。
350	卓格南或許能對這件事給點建議。嗯...我想我得親自跟他談一談。	卓格南或許能對這件事給點建議。嗯…我想我得親自跟他談一談。
354	太奇怪了，過了一晚...早上起來居然還是黑漆漆的。	太奇怪了，過了一晚…早上起來居然還是黑漆漆的。
357	老實說...我不太清楚利爪蛇魔的習性。卓格南可能會對他們所使用的魔法有更深入的見解。	老實說…我不太清楚利爪蛇魔的習性。卓格南可能會對他們所使用的魔法有更深入的見解。
364	啊...我只用一個眼睛，也能欣賞回復原狀的太陽有多美麗。	啊…我只用一個眼睛，也能欣賞回復原狀的太陽有多美麗。
365	"啊，太陽出來了...也沒多厲害嘛。
"	"啊，太陽出來了…也沒多厲害嘛。
"
367	那個...你有搜刮到戰利品嗎？	那個…你有搜刮到戰利品嗎？
370	啊...利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？	啊…利爪蛇魔喜歡魔法物品，你在他們的神殿裡面有找到什麼好東西嗎？
377	"當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上...

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮...但是千萬小心。"	"當這一帶出現問題時，我讓妓院的那些女子進入宮殿避難。原本沒什麼異狀，可是某天晚上…

那些女子的尖叫聲迴盪在樓梯間。我的守衛抵達後，發現那些可憐的女孩全都遭到地獄爬出來的惡魔殘忍虐殺。惡魔是從一個神秘的裂隙冒出來的，我的守衛只能奮力將他們趕回那裡。

從那時開始，我的手下就陷入絕望的戰鬥。惡魔接連從裂隙湧入皇宮。最後我只好雇用格雷茲和他的傭兵，幫忙保護城市的其它區域。

卓格南相信秘法聖殿就藏在皇宮正下方，因為魯高因正是建立在古代費斯傑利堡壘的遺址上。

我允許你進入皇宮…但是千萬小心。"
379	"聽好了...我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
"	"聽好了…我是難搞又傲慢，可是我絕對不會跑去當馴獸師，把惡魔當寵物養！我才不想給自己找那麼多麻煩。
"
382	赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場...不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。	赫拉森認為他必須把自己關起來，才能避開那些憤怒的惡魔。練習召喚術的人常常面臨這種下場…不過這也可以說是他們的永恆詛咒。世上有兩種召喚師，一種是活很久的，一種是大膽的，不過大膽的都活不久。
384	啊...赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。	啊…赫拉森的傳奇故事，年代已經相當久遠，尤其是這幾個部份。你絕對不相信他完成了怎樣的偉業和奇怪事件。
385	"我知道你已經和傑恩談過了。這麼說...你就是長久以來...事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？"	"我知道你已經和傑恩談過了。這麼說…你就是長久以來…事實上，是自從麻煩開始之後的第一個人。

幫我們一個忙，找出一直以來讓傑恩這麼焦燥的原因，好嗎？"
386	"大概在一年前，有位東方法師前來拜訪...我認為他是費斯傑利的一員...他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？"	"大概在一年前，有位東方法師前來拜訪…我認為他是費斯傑利的一員…他對這個地方的歷史非常感興趣，而且似乎對皇宮建築特別著迷。

我帶著他參觀皇宮，後來他在地窖的通道發現古代封印後，變得十分激動。他問我是否能給他一點時間獨自研究封印，而我答應了。

沒多久他一句話都沒說就消失了，從此再也沒看過他。你不覺得很奇怪嗎？"
389	"啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛...他是瘋子。他很聰明，對，但是...他是瘋子。"	"啊？河拉繩？那是什麼東西啊？噢，赫拉森啊！噢，我明白了。

好，這個嘛…他是瘋子。他很聰明，對，但是…他是瘋子。"
392	那個...既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。	那個…既然你跟傑恩變成好朋友，可以幫忙問問我什麼時候才能出海嗎？我已經沒什麼耐性了。
395	"我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了...

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！"	"我一直在思考傑恩皇宮裡的麻煩。這件事或許你也想到了…

如果地窖的通道都通往秘法聖殿，那麼聖殿就是惡魔出現的源頭。赫拉森的避難所一定早就被入侵了！"
396	"追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓...在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。"	"追尋塔拉夏古墓的人，在穿越傳送門後，就能找到你的目的地。但要記得，我在秘法聖殿中記載的那些發光符文，代表的是六座假墓穴。

缺少的第七個符文標示的才是塔拉夏古墓…在赫拉迪姆，他算是首屈一指的法師。

魔法派系之間曾經有過短暫的輝煌時刻，他們當時屏除歧見，聯手對抗共同的敵人。

赫拉迪姆在荒廢的東方帝國一路追趕三大魔王，甚至深入西方未知的土地，讓大天使泰瑞爾的雙手不必沾染任何血跡。

赫拉迪姆在認定三大魔王落敗之後，內部不穩定的合作關係開始四分五裂。他們放棄了守護三個靈魂石的神聖使命，派系之間也開始為了彼此分歧而爭執不休。

他們之間的衝突，不光導致了兄弟會解散，同時還讓埋藏在地下的邪惡力量日益增強。"
402	"哦...現在我們知道傑恩的小秘密了。好吧...我瞭解他要我一直待在這裡的原因了...真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？"	"哦…現在我們知道傑恩的小秘密了。好吧…我瞭解他要我一直待在這裡的原因了…真慶幸事情沒有演變到那種地步。他要我再待一陣子，這樣你才有辦法離開此地。

為了你，這當然沒問題。他們說不定還會在故事歌謠中提到我呢？"
403	"唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了...你可能救了我們所有人。"	"唉，這個消息傳遍了整個城鎮，人心惶惶不安。當時的處境遠比我們想的還要危險。

朋友，幹得太好了…你可能救了我們所有人。"
405	赫拉森的心智？噢，日誌！好，嗯...能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的...我是說懷念跟她們聊天。	赫拉森的心智？噢，日誌！好，嗯…能找到真是太好了。那些躲進後宮的女子還真可憐，對吧？我會懷念她們的…我是說懷念跟她們聊天。
409	"根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺...

這個法師和卓格南談過很多事情，你何不去問問他？"	"根據你的敘述，那個人很可能不是赫拉森。

聽起來像是先前來到這裡的法師。他對這個皇宮十分好奇，而且對地窖通道中的封印特別感興趣。他很快就離開了。我很好奇，他是怎麼下去的？封印一直完好無缺…

這個法師和卓格南談過很多事情，你何不去問問他？"
410	"對...你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。"	"對…你提到的這個人很像幾個月前來過這裡的法師。他宣稱曾經在崔斯特姆的地下通道中與迪亞布羅戰鬥。

那個呆子肯定走進了赫拉森的聖殿，然後把他最後的理智也蹂躪殆盡。他已經沒救了。
 
他很有可能已經被赫拉森的靈魂附身。如果是那樣，那你最好結束他的苦難。

在那之後，我相信被他召喚和囚禁在聖殿裡的惡魔，也會一同消失。"
411	"啊，沒錯，我記得，大概在...幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以...他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！"	"啊，沒錯，我記得，大概在…幾個月前，有個傢伙來找我，和你一樣問了一大堆和赫拉森有關的事情。

所以…他根據發現的消息，認為赫拉森躲在秘法聖殿某處，對吧？這個蠢蛋！"
415	所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝...但是你又不能喝，那就會讓你更想喝...怎麼？...你的問題是什麼？	所以，赫拉森瘋了對吧？如果他沒瘋我才覺得奇怪！好幾個世紀都沒酒可以喝，會讓你超想喝…但是你又不能喝，那就會讓你更想喝…怎麼？…你的問題是什麼？
416	嗯...聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談...他知道的應該比我多。	嗯…聽起來不像赫拉森。我同意他可能已經瘋了，但從你的話來看，我覺得事情不是這樣。去找卓格南談談…他知道的應該比我多。
417	"啊...瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
"	"啊…瘋狂的法師讓我起雞皮疙瘩。
 
快把他殺掉，然後去做正事吧。
"
420	你問我怎麼看...嗯，看來一片模糊。	你問我怎麼看…嗯，看來一片模糊。
423	你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳...	你讓我開始懷念從前有多風光了，那時候我有雙手雙眼，還有兩隻腳…
426	唉啊...跟邪惡打交道，就是這種下場。	唉啊…跟邪惡打交道，就是這種下場。
429	"我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課...惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。"	"我希望這個假的召喚師死後可以安息。但不幸的是，他很有可能被自己束縛的惡魔拖進地獄裡。

這對你來說是很好的一課…惡魔魔法是條捷徑，但那股力量不只誘人，還很致命。"
430	"我耳聞你的許多英勇功蹟。我覺得可以信任你，告訴你一些我一直無法說出口的事情...

卓格南和我下了一個結論，最近路經此處的黑暗流浪者，就是迪亞布羅！卓格南認為迪亞布羅正在沙漠尋找一座古墓，也就是偉大的赫拉迪姆法師塔拉夏囚禁巴爾的地方。

你必須找到迪亞布羅，阻止侵襲這座城市的恐怖邪惡力量。卓格南的智慧一定可以提供有用的建議，幫助你找到塔拉夏的古墓。

你可能得花上不少時間才能找到古墓。準備好就出發吧。"	"我耳聞你的許多英勇功蹟。我覺得可以信任你，告訴你一些我一直無法說出口的事情…

卓格南和我下了一個結論，最近路經此處的黑暗流浪者，就是迪亞布羅！卓格南認為迪亞布羅正在沙漠尋找一座古墓，也就是偉大的赫拉迪姆法師塔拉夏囚禁巴爾的地方。

你必須找到迪亞布羅，阻止侵襲這座城市的恐怖邪惡力量。卓格南的智慧一定可以提供有用的建議，幫助你找到塔拉夏的古墓。

你可能得花上不少時間才能找到古墓。準備好就出發吧。"
431	"眾所皆知，在沙漠的最深處，藏著七座偉大赫拉迪姆法師的古墓。其中一座就是塔拉夏囚禁之處。你必須探索每一座古墓，才能找出塔拉夏的正確地點。

不用我說，迪亞布羅當然也在找這些古墓...沒有人能想像，他在搜尋時會放出多少可怕怪物。"	"眾所皆知，在沙漠的最深處，藏著七座偉大赫拉迪姆法師的古墓。其中一座就是塔拉夏囚禁之處。你必須探索每一座古墓，才能找出塔拉夏的正確地點。

不用我說，迪亞布羅當然也在找這些古墓…沒有人能想像，他在搜尋時會放出多少可怕怪物。"
432	那個...你打算去找那七座古墓嗎？你不知道嗎？那只是沙漠中的商人和旅行者之間的傳聞，沒人相信古墓真的存在。	那個…你打算去找那七座古墓嗎？你不知道嗎？那只是沙漠中的商人和旅行者之間的傳聞，沒人相信古墓真的存在。
435	噢...我也想和你一起去古墓...但是...嗯...我不喜歡那些活死人。	噢…我也想和你一起去古墓…但是…嗯…我不喜歡那些活死人。
442	"你做得很好，能夠走到這一步的人的確不多，更不用說你還找到了真正的塔拉夏古墓。不幸的是，我聽說迪亞布羅和巴爾逃出你的手掌心，真是太可惜了...

如果你們想要前往東方，我已經下令讓馬席夫帶你們渡海。他應該也迫不及待想出航了。

祝你好運，並且再次感謝你拯救我心愛的城市。朋友，魯高因永遠歡迎你。"	"你做得很好，能夠走到這一步的人的確不多，更不用說你還找到了真正的塔拉夏古墓。不幸的是，我聽說迪亞布羅和巴爾逃出你的手掌心，真是太可惜了…

如果你們想要前往東方，我已經下令讓馬席夫帶你們渡海。他應該也迫不及待想出航了。

祝你好運，並且再次感謝你拯救我心愛的城市。朋友，魯高因永遠歡迎你。"
446	"朋友，別擔心，你已經盡力了。

我認為迪亞布羅和巴爾現在正前往東方的庫拉斯特。你會找到他們的...我知道你可以。"	"朋友，別擔心，你已經盡力了。

我認為迪亞布羅和巴爾現在正前往東方的庫拉斯特。你會找到他們的…我知道你可以。"
448	"你激勵了我！但像你這樣的英雄，會讓我相較之下加倍的不堪...

啊，沒事啦...嘿，留點機會給我們這種小人物發揮，好嗎？"	"你激勵了我！但像你這樣的英雄，會讓我相較之下加倍的不堪…

啊，沒事啦…嘿，留點機會給我們這種小人物發揮，好嗎？"
449	"這是嚴重的挫敗...最不幸的是，巴爾的毀滅性影響吞噬了塔拉夏。有許多只有赫拉迪姆才知道的秘密，現在都成為巴爾對付我們的工具了。

你必須渡海前往東方的庫拉斯特，阻止迪亞布羅和巴爾解放他們的兄長墨菲斯托。

唉...東方帝國那邊不像從前那樣了，有一陣子沒聽到那邊的消息了。
 
時間就是關鍵。快去吧，我的朋友。希望命運眷顧你。"	"這是嚴重的挫敗…最不幸的是，巴爾的毀滅性影響吞噬了塔拉夏。有許多只有赫拉迪姆才知道的秘密，現在都成為巴爾對付我們的工具了。

你必須渡海前往東方的庫拉斯特，阻止迪亞布羅和巴爾解放他們的兄長墨菲斯托。

唉…東方帝國那邊不像從前那樣了，有一陣子沒聽到那邊的消息了。
 
時間就是關鍵。快去吧，我的朋友。希望命運眷顧你。"
451	聽說這次你的敵人逃走了。嗯，換個方式思考的話，是你把惡魔趕跑了！如果你之後要離開的話...嗯，謝謝你的幫忙。	聽說這次你的敵人逃走了。嗯，換個方式思考的話，是你把惡魔趕跑了！如果你之後要離開的話…嗯，謝謝你的幫忙。
452	"大天使泰瑞爾在兩百六十年前把靈魂石交給赫拉迪姆。

這非常不尋常，天堂的勢力很少這樣直接干預人類的命運，但泰瑞爾說這是他自己的決定。我們一直無法理解背後的原因。

也許他在天堂獨排眾議，認為我們沒有足夠的能力保護自己，又或是他看見了同袍沒有察覺的威脅。

地獄的行動通常直接與毀滅有關。相較之下，天堂的動機始終深不可測。

現在動作要快...要在迪亞布羅和巴爾與他們的兄長墨菲斯托會合之前阻止他們。如果三大罪惡之源再度聯手，我們所知的這個世界就不復存在了！"	"大天使泰瑞爾在兩百六十年前把靈魂石交給赫拉迪姆。

這非常不尋常，天堂的勢力很少這樣直接干預人類的命運，但泰瑞爾說這是他自己的決定。我們一直無法理解背後的原因。

也許他在天堂獨排眾議，認為我們沒有足夠的能力保護自己，又或是他看見了同袍沒有察覺的威脅。

地獄的行動通常直接與毀滅有關。相較之下，天堂的動機始終深不可測。

現在動作要快…要在迪亞布羅和巴爾與他們的兄長墨菲斯托會合之前阻止他們。如果三大罪惡之源再度聯手，我們所知的這個世界就不復存在了！"
453	"這位英雄，你好，我聽說了你的事蹟，而且...我十分欽佩。很少有人類有能力抗衡三大罪惡之源跟他們的爪牙。

我的名字是娜塔亞，我是獵殺邪惡的人，也是古老組織的一員，誓言要獵殺墮落的法師。

我很想加入你的旅程，一起阻止三大魔王，可是我必須在這邊等候進一步的消息。我無法預測未來情勢會有多危險，但肯定超乎我們的想像。

在我收到下一步命令之前，我會待在這裡提供你需要的資訊。"	"這位英雄，你好，我聽說了你的事蹟，而且…我十分欽佩。很少有人類有能力抗衡三大罪惡之源跟他們的爪牙。

我的名字是娜塔亞，我是獵殺邪惡的人，也是古老組織的一員，誓言要獵殺墮落的法師。

我很想加入你的旅程，一起阻止三大魔王，可是我必須在這邊等候進一步的消息。我無法預測未來情勢會有多危險，但肯定超乎我們的想像。

在我收到下一步命令之前，我會待在這裡提供你需要的資訊。"
454	"艾席拉...？喔...她這法師很難溝通。我敢說她一定沒見過真正的邪惡。

縱容喝醉的傭兵是一回事，但是面對來自地獄的惡魔又是另一回事了。"	"艾席拉…？喔…她這法師很難溝通。我敢說她一定沒見過真正的邪惡。

縱容喝醉的傭兵是一回事，但是面對來自地獄的惡魔又是另一回事了。"
458	"我很多年沒踏進繁榮的庫拉斯特了，但從來沒想過這地方居然會腐敗到這種程度。

當然，這一定是墨菲斯托的傑作！朋友，你最好快點出發。迪亞布羅和巴爾還在外面行動...你一定要找到他們！"	"我很多年沒踏進繁榮的庫拉斯特了，但從來沒想過這地方居然會腐敗到這種程度。

當然，這一定是墨菲斯托的傑作！朋友，你最好快點出發。迪亞布羅和巴爾還在外面行動…你一定要找到他們！"
